"surname","count","pctwhite","pctblack","pctapi","pcthispanic","pctothers"
"BARTUSIAK",151,99.34,0.329999999999998,0,0.329999999999998,0
"BARUS",151,91.39,0.994999999999997,3.31,3.31,0.994999999999997
"BASTIANI",151,93.38,0.660000000000004,0,5.3,0.660000000000004
"BATTAD",151,9.93,1.10666666666666,80.79,1.10666666666666,7.06666666666666
"BATTELLE",151,96.69,1.10333333333333,1.10333333333333,0,1.10333333333333
"BEADY",151,68.21,27.15,0.665000000000006,0.665000000000006,3.31
"BEAUCLAIR",151,94.7,0,0.994999999999997,3.31,0.994999999999997
"BECKON",151,68.21,31.13,0,0.330000000000005,0.330000000000005
"BEEMON",151,49.01,44.37,1.10333333333333,1.10333333333333,4.41333333333333
"BENDIS",151,99.34,0,0.329999999999998,0.329999999999998,0
"BENGSON",151,68.87,1.325,28.48,1.325,0
"BERKOWICZ",151,95.36,0,1.54666666666667,1.54666666666667,1.54666666666667
"BERLINSKY",151,98.68,0.659999999999997,0,0,0.659999999999997
"BERNICE",151,80.79,9.93,0,7.28,2
"BERZ",151,98.68,0.659999999999997,0,0.659999999999997,0
"BESHERSE",151,88.08,0.664999999999999,0,0.664999999999999,10.59
"BIAVA",151,93.38,0.330000000000005,0,5.96,0.330000000000005
"BIDA",151,90.07,1.3225,1.3225,4.64,2.645
"BINDLEY",151,91.39,1.722,1.722,1.722,3.444
"BIRLEW",151,89.4,0,0,6.62,3.97999999999999
"BLADY",151,99.34,0.329999999999998,0,0.329999999999998,0
"BLISSENBACH",151,94.04,0.994999999999997,0.994999999999997,3.97,0
"BLUMETTI",151,91.39,0.329999999999998,0,7.95,0.329999999999998
"BOBBA",151,29.8,1.10333333333333,61.59,1.10333333333333,6.40333333333333
"BOCKES",151,97.35,0.883333333333335,0,0,1.76666666666667
"BOCKTING",151,99.34,0.329999999999998,0,0.329999999999998,0
"BODENDORFER",151,98.01,0,0,0.994999999999997,0.994999999999997
"BODICK",151,98.01,0.994999999999997,0,0,0.994999999999997
"BOISSONNAULT",151,92.05,0,1.325,5.3,1.325
"BOORN",151,98.68,0.659999999999997,0,0.659999999999997,0
"BOSNAK",151,97.35,1.325,0,1.325,0
"BOSTEDER",151,92.72,0,0,5.96,1.32000000000001
"BRAEMER",151,98.01,0,0.663333333333332,0.663333333333332,0.663333333333332
"BREWERS",151,98.68,0.659999999999997,0,0,0.659999999999997
"BROCKI",151,96.03,1.32333333333333,0,0,2.64666666666667
"BRODNIK",151,100,0,0,0,0
"BROSEMER",151,94.7,0,0.994999999999997,3.31,0.994999999999997
"BRUSER",151,100,0,0,0,0
"BRYSCH",151,96.03,0,0,3.97,0
"BUGAI",151,100,0,0,0,0
"BUGGEY",151,96.03,0,0,0.329999999999998,3.64
"BUJANOWSKI",151,96.03,0,0,1.985,1.985
"BULAND",151,94.04,0.883333333333331,0.883333333333331,0,4.19333333333333
"BUSSEL",151,88.08,7.28,0,0.664999999999999,3.975
"BUSTAMENTE",151,18.54,1.10666666666667,3.31,74.83,2.21333333333334
"CAIDWELL",151,55.63,37.75,0,4.64,1.98
"CALDIERO",151,95.36,1.54666666666667,1.54666666666667,1.54666666666667,0
"CALVIT",151,79.47,17.88,0,1.325,1.325
"CAMANN",151,99.34,0.329999999999998,0,0.329999999999998,0
"CASIELLO",151,98.68,0,0,0.659999999999997,0.659999999999997
"CASILE",151,88.08,1.10333333333333,8.61,1.10333333333333,1.10333333333333
"CATEN",151,96.69,1.655,0,1.655,0
"CATILLO",151,20.53,1.325,1.325,74.17,2.65
"CAU",151,37.09,1.655,52.32,7.28,1.655
"CAUGHLAN",151,92.72,1.10333333333333,1.10333333333333,3.97,1.10333333333333
"CAVEZZA",151,94.04,1.49,1.49,1.49,1.49
"CAYON",151,47.02,1.325,0,46.36,5.295
"CERVATES",151,3.31,0,0,96.69,0
"CHARLICK",151,98.68,0,0,0.659999999999997,0.659999999999997
"CHAVIN",151,86.75,3.31,3.97,5.3,0.670000000000002
"CHERIYAN",151,1.325,1.325,94.04,0,3.31
"CHIP",151,47.02,3.97,26.49,19.21,3.31
"CHIRCHIRILLO",151,98.68,0,0.659999999999997,0.659999999999997,0
"CIESIELCZYK",151,97.35,0,1.325,1.325,0
"CIPPARONE",151,97.35,0,0,1.325,1.325
"CLOUDE",151,54.3,44.37,0,0,1.33000000000001
"COGNATO",151,98.68,0.659999999999997,0,0.659999999999997,0
"COLLMAR",151,98.68,0,0,0.659999999999997,0.659999999999997
"COLTS",151,55.63,41.06,0,0,3.31
"COMINI",151,94.04,0,0,5.96,0
"CORBINO",151,90.07,3.97,0.330000000000005,5.3,0.330000000000005
"CORNMESSER",151,94.04,0.662499999999998,0.662499999999998,0.662499999999998,3.9725
"COUNSELLOR",151,94.04,1.49,0,1.49,2.98
"CREAZZO",151,93.38,0,0,6.62,0
"CRISER",151,94.7,0,0,0.994999999999997,4.305
"CROSTIC",151,97.35,0.883333333333335,0,0.883333333333335,0.883333333333335
"CROUSHORN",151,96.03,0.9925,0,0.9925,1.985
"CRUZGONZALEZ",151,1.655,0,0,96.69,1.655
"CULPS",151,45.7,27.81,0.329999999999998,0.329999999999998,25.83
"CUMING",151,92.05,3.97,1.32666666666667,1.32666666666667,1.32666666666667
"CUMINS",151,91.39,1.76666666666667,0,3.31,3.53333333333333
"CURBELD",151,5.96,1.655,1.655,90.73,0
"DALELIO",151,99.34,0.329999999999998,0,0.329999999999998,0
"DANILOV",151,95.36,0.664999999999999,0.664999999999999,3.31,0
"DAUTOVIC",151,85.43,0,0,0,14.57
"DELAPLAIN",151,94.04,0,1.325,3.31,1.325
"DELLAMANO",151,95.36,2.32,0,2.32,0
"DELORM",151,92.05,0,1.655,0,6.295
"DEMBROSKY",151,98.01,0,0,0.994999999999997,0.994999999999997
"DEMONICO",151,96.69,0,1.655,0,1.655
"DENZINE",151,94.7,1.76666666666667,0,1.76666666666667,1.76666666666667
"DERBIGNY",151,4.64,86.09,0.329999999999998,3.31,5.63
"DEREZA",151,7.95,0,0,92.05,0
"DERIVERA",151,30.46,0.334999999999994,20.53,48.34,0.334999999999994
"DEROJAS",151,29.8,0.664999999999999,0.664999999999999,68.87,0
"DERSHOWITZ",151,99.34,0.329999999999998,0,0.329999999999998,0
"DETERRA",151,98.01,0.994999999999997,0,0.994999999999997,0
"DEVASTO",151,94.7,0,0.994999999999997,0.994999999999997,3.31
"DIDDEN",151,98.01,0.663333333333332,0,0.663333333333332,0.663333333333332
"DIDRIKSEN",151,98.01,0,0,0.994999999999997,0.994999999999997
"DISARNO",151,97.35,1.325,0,1.325,0
"DITIZIO",151,99.34,0,0.329999999999998,0.329999999999998,0
"DLUGOLECKI",151,97.35,0,1.325,0,1.325
"DOELLMAN",151,98.68,0,0,0.659999999999997,0.659999999999997
"DOERFER",151,94.7,1.76666666666667,0,1.76666666666667,1.76666666666667
"DOMERESE",151,98.68,0,0,0.659999999999997,0.659999999999997
"DOON",151,52.98,7.95,29.14,2.315,7.615
"DOULL",151,98.68,0,0.659999999999997,0.659999999999997,0
"DRESSELHAUS",151,97.35,0,1.325,1.325,0
"DRYBREAD",151,94.7,0.664999999999999,0,0.664999999999999,3.97
"DSCHAAK",151,97.35,0,1.325,1.325,0
"DUBBELDE",151,99.34,0,0.329999999999998,0.329999999999998,0
"DUENKEL",151,95.36,0,0.664999999999999,0.664999999999999,3.31
"DUSSIA",151,99.34,0,0,0.329999999999998,0.329999999999998
"DWORNIK",151,96.03,0,1.32333333333333,1.32333333333333,1.32333333333333
"EASTWICK",151,98.68,0,0.659999999999997,0,0.659999999999997
"ECKLEBERRY",151,96.03,0,1.32333333333333,1.32333333333333,1.32333333333333
"EDA",151,11.92,4.64,66.89,12.58,3.97
"EISERMANN",151,84.77,0.329999999999998,0,14.57,0.329999999999998
"ELDERT",151,91.39,3.31,1.76666666666667,0,3.53333333333333
"ELINGS",151,99.34,0,0,0.329999999999998,0.329999999999998
"ELISEA",151,4.64,3.31,0.329999999999998,87.42,4.3
"ELLERBROEK",151,99.34,0,0.329999999999998,0.329999999999998,0
"ELMBLAD",151,98.68,0.659999999999997,0,0.659999999999997,0
"ELYA",151,98.68,0.659999999999997,0,0,0.659999999999997
"ELZE",151,89.4,0.664999999999999,0.664999999999999,9.27,0
"ENGELHORN",151,92.05,0,0.664999999999999,6.62,0.664999999999999
"ENROTH",151,97.35,0.662500000000001,0.662500000000001,0.662500000000001,0.662500000000001
"EPPENGER",151,9.27,88.74,0,0.663333333333336,1.32666666666667
"ERMI",151,94.04,0,1.49,1.49,2.98
"ERRICHIELLO",151,98.01,0.994999999999997,0,0,0.994999999999997
"ESCARRA",151,34.44,0,0,65.56,0
"EVANKOVICH",151,98.01,0,0,0.994999999999997,0.994999999999997
"FALSEY",151,96.69,0,1.10333333333333,1.10333333333333,1.10333333333333
"FARCIERT",151,1.985,0,0,96.03,1.985
"FARZAD",151,85.43,0,1.65499999999999,1.65499999999999,11.26
"FASOLA",151,88.08,7.95,0.329999999999998,3.31,0.329999999999998
"FASSOLD",151,93.38,0,0,2.20666666666667,4.41333333333334
"FAU",151,62.91,1,23.84,3.97,8.28
"FELLENSTEIN",151,96.03,0,1.985,0,1.985
"FENICK",151,94.04,0.329999999999998,0.329999999999998,5.3,0
"FEVRIER",151,25.83,68.87,0.329999999999998,0.329999999999998,4.64
"FINELY",151,58.28,33.77,0.883333333333331,5.3,1.76666666666666
"FLIESS",151,93.38,0.660000000000004,0,5.3,0.660000000000004
"FLUHRER",151,92.05,1.325,0,1.325,5.3
"FLUNKER",151,88.74,3.31,3.97,1.32666666666667,2.65333333333334
"FOCA",151,95.36,0.335000000000001,0,3.97,0.335000000000001
"FORTIZ",151,1.10333333333333,1.10333333333333,1.10333333333333,96.69,0
"FOSHER",151,97.35,1.325,0,1.325,0
"FOSSIER",151,94.7,0.994999999999997,0,3.31,0.994999999999997
"FRAMER",151,72.85,23.18,1.32333333333333,1.32333333333333,1.32333333333333
"FRANTZIS",151,91.39,0.329999999999998,0.329999999999998,3.31,4.64
"FRENK",151,93.38,1.10333333333333,1.10333333333333,1.10333333333333,3.31
"FRODYMA",151,98.01,0.994999999999997,0,0,0.994999999999997
"FROMHERZ",151,99.34,0.329999999999998,0,0.329999999999998,0
"FRUENDT",151,100,0,0,0,0
"FRUSTER",151,3.97,91.39,0,3.31,1.33
"FRYBACK",151,96.69,0,0,1.10333333333333,2.20666666666667
"FURLEY",151,89.4,5.96,0.334999999999994,0.334999999999994,3.97
"GAESSER",151,96.69,0,1.655,0,1.655
"GAFFRON",151,96.03,0,1.32333333333333,0,2.64666666666667
"GALETTE",151,17.88,70.2,0.659999999999997,0.659999999999997,10.6
"GALFANO",151,93.38,0,1.325,3.97,1.325
"GALLETLY",151,98.68,0,0,0.659999999999997,0.659999999999997
"GAMBATESE",151,100,0,0,0,0
"GANJI",151,60.93,0.659999999999997,19.87,0.659999999999997,17.88
"GANSS",151,96.69,0,1.655,1.655,0
"GARAMELLA",151,97.35,0,0.883333333333335,0.883333333333335,0.883333333333335
"GARDECKI",151,98.68,0,0.659999999999997,0,0.659999999999997
"GARUTI",151,96.03,0.329999999999998,0.329999999999998,3.31,0
"GAYA",151,41.06,11.26,14.57,24.5,8.61
"GEBOY",151,96.03,0,1.985,0,1.985
"GEBREYESUS",151,1.54666666666667,88.08,1.54666666666667,1.54666666666667,7.28
"GHIOTTO",151,65.56,0,0.659999999999997,28.48,5.3
"GHULAM",151,20.53,3.31,51.66,1.325,23.175
"GIGGETTS",151,0.994999999999997,94.04,0,0.994999999999997,3.97
"GILMET",151,94.7,1.325,1.325,1.325,1.325
"GILSRUD",151,100,0,0,0,0
"GINNETT",151,98.01,0,0.994999999999997,0.994999999999997,0
"GIORGIS",151,65.5665566556656,26.4926492649265,0,3.97039703970397,3.97039703970397
"GOGAS",151,94.7,1.76666666666667,0,1.76666666666667,1.76666666666667
"GONGRE",151,98.68,0,0,0.659999999999997,0.659999999999997
"GOODSITE",151,98.68,0,0,0.659999999999997,0.659999999999997
"GRAMMEL",151,98.68,0.659999999999997,0,0.659999999999997,0
"GRANZELLA",151,90.07,0.995000000000005,0,3.97,4.965
"GRAVINESE",151,99.34,0.329999999999998,0,0.329999999999998,0
"GRIESMAN",151,98.01,0,0.994999999999997,0.994999999999997,0
"GRISEL",151,91.39,0.883333333333335,0,5.96,1.76666666666667
"GRUENDER",151,96.69,0,1.655,0,1.655
"GRZESZCZAK",151,95.36,0.664999999999999,0.664999999999999,3.31,0
"GUALCO",151,92.72,0,1.32,1.32,4.64
"GUARRERA",151,92.72,0,0,7.28,0
"GUGALA",151,98.68,0,0,0.659999999999997,0.659999999999997
"GUNDELACH",151,95.36,0.335000000000001,0,3.97,0.335000000000001
"GUNNIP",151,95.36,0,0,4.64,0
"GUSHLAW",151,93.38,1.324,1.324,1.324,2.648
"GYORY",151,96.03,0,0,3.97,0
"HAFELI",151,89.4,0,0.994999999999997,0.994999999999997,8.61
"HAGELBERGER",151,99.34,0.329999999999998,0,0.329999999999998,0
"HALCHAK",151,97.35,0,1.325,0,1.325
"HANICH",151,94.7,0.664999999999999,0,3.97,0.664999999999999
"HANIFORD",151,95.36,1.54666666666667,0,1.54666666666667,1.54666666666667
"HANLEN",151,96.69,1.655,0,1.655,0
"HARTLEP",151,98.68,0,0.659999999999997,0.659999999999997,0
"HATSTAT",151,98.68,0,0,0.659999999999997,0.659999999999997
"HATTEM",151,84.77,3.31,0.660000000000004,10.6,0.660000000000004
"HAVES",151,68.21,25.17,0.660000000000001,4.64,1.32
"HECHANOVA",151,9.27,0.659999999999997,78.15,3.31,8.61
"HEDDLESON",151,100,0,0,0,0
"HEGENER",151,99.34,0.329999999999998,0,0.329999999999998,0
"HEIDERMAN",151,97.35,0,0,0.883333333333335,1.76666666666667
"HEISCH",151,96.03,0,0,1.32333333333333,2.64666666666667
"HELTMAN",151,99.34,0,0,0.329999999999998,0.329999999999998
"HERUM",151,99.34,0.329999999999998,0,0.329999999999998,0
"HESTAD",151,97.35,0,0.883333333333335,0,1.76666666666667
"HOEFFERLE",151,96.03,0.329999999999998,0,3.31,0.329999999999998
"HOENIE",151,100,0,0,0,0
"HOERNEMANN",151,99.34,0,0,0.329999999999998,0.329999999999998
"HOLMWOOD",151,96.69,0.827500000000001,0.827500000000001,0.827500000000001,0.827500000000001
"HOLTH",151,92.05,1.54666666666667,1.54666666666667,1.54666666666667,3.31
"HONICAN",151,100,0,0,0,0
"HOPPINS",151,80.79,17.22,0.663333333333332,0.663333333333332,0.663333333333332
"HORLANDER",151,97.35,1.325,1.325,0,0
"HORSPOOL",151,94.04,0,0,5.96,0
"HOWARTER",151,98.68,0,0.659999999999997,0.659999999999997,0
"HURLING",151,30.46,64.24,0.995000000000005,0.995000000000005,3.31
"HUSLER",151,95.36,0,1.54666666666667,0,3.09333333333333
"IBOA",151,1.325,1.325,0,97.35,0
"IHRIE",151,97.35,0,0,0,2.65000000000001
"INCOLLINGO",151,100,0,0,0,0
"IRR",151,94.7,1.325,1.325,1.325,1.325
"ISAYAN",151,72.19,0,0,0,27.81
"ISE",151,67.55,3.97,19.21,5.3,3.97
"JADOTTE",151,0.334999999999994,89.4,0.334999999999994,3.31,6.62
"JAJKO",151,96.69,0,0,1.655,1.655
"JANNONE",151,96.69,0,0,3.31,0
"JATHO",151,96.69,1.655,0,0,1.655
"JAUSSI",151,92.72,0,0,3.31,3.97
"JAVUREK",151,92.72,0,1.655,3.97,1.655
"JENSEMA",151,100,0,0,0,0
"JEWSON",151,93.38,3.31,0,1.655,1.655
"JOHNAKIN",151,13.25,79.47,1.32,1.32,4.64
"JOHNESE",151,48.34,49.01,0,1.325,1.325
"JOLET",151,90.07,1.98500000000001,1.98500000000001,5.96,0
"JOLIBOIS",151,41.72,38.41,0,3.31,16.56
"JURAK",151,95.36,0,1.54666666666667,1.54666666666667,1.54666666666667
"KANNEGIETER",151,96.69,0,1.655,0,1.655
"KANOHO",151,7.28,0.329999999999998,54.97,14.57,22.85
"KANOWITZ",151,94.7,1.325,1.325,1.325,1.325
"KARIOTIS",151,95.36,0.664999999999999,0,0.664999999999999,3.31
"KARSKI",151,96.69,0,0,1.655,1.655
"KASETA",151,99.34,0,0,0.329999999999998,0.329999999999998
"KATSIS",151,94.04,0,0,0,5.96
"KAURA",151,28.48,0.990000000000002,63.58,0.990000000000002,5.96
"KAYANI",151,11.26,3.97,66.89,1.325,16.555
"KEBERLEIN",151,94.7,0,0,5.3,0
"KEMPEMA",151,98.68,0.659999999999997,0,0.659999999999997,0
"KESL",151,88.74,0.330000000000005,0.330000000000005,10.6,0
"KHANUM",151,0.883333333333331,0,89.4,0.883333333333331,8.83333333333333
"KILLIUS",151,97.35,0,0,1.325,1.325
"KIRICHENKO",151,93.38,0.660000000000004,0,5.3,0.660000000000004
"KLAHRE",151,99.34,0,0.329999999999998,0.329999999999998,0
"KLEINHEINZ",151,96.69,0,1.10333333333333,1.10333333333333,1.10333333333333
"KLIEMANN",151,97.35,0,0.883333333333335,0.883333333333335,0.883333333333335
"KLISTER",151,100,0,0,0,0
"KLOOCK",151,98.68,0.659999999999997,0,0.659999999999997,0
"KNORPP",151,98.68,0,0.659999999999997,0.659999999999997,0
"KOBRIGER",151,99.34,0,0.329999999999998,0.329999999999998,0
"KODRA",151,90.73,0.659999999999997,0,0.659999999999997,7.95
"KOLF",151,94.7,1.06,1.06,1.06,2.12
"KOMLOS",151,95.36,0,0,4.64,0
"KOMOREK",151,98.01,0,0.994999999999997,0,0.994999999999997
"KOROLY",151,99.34,0.329999999999998,0,0.329999999999998,0
"KOSAN",151,94.04,0.663333333333332,0.663333333333332,3.97,0.663333333333332
"KOTASEK",151,96.03,0.329999999999998,0.329999999999998,3.31,0
"KOTLINSKI",151,100,0,0,0,0
"KOTSONIS",151,94.7,0.329999999999998,0,0.329999999999998,4.64
"KOTZIAN",151,98.01,0,0,0.994999999999997,0.994999999999997
"KRAIMER",151,94.04,0,1.325,1.325,3.31
"KREIMAN",151,95.36,0.664999999999999,0,3.31,0.664999999999999
"KRUSKA",151,92.05,2.32,0,2.32,3.31
"KUBY",151,94.7,1.325,1.325,1.325,1.325
"KUDLACIK",151,96.69,0,0,0,3.31
"KURTZE",151,97.35,0,0.883333333333335,0.883333333333335,0.883333333333335
"KUTY",151,98.01,0,0,0.994999999999997,0.994999999999997
"LALENA",151,96.69,0,1.655,1.655,0
"LAMBES",151,97.35,0,0,1.325,1.325
"LANSKI",151,98.68,0.659999999999997,0,0.659999999999997,0
"LAPENSEE",151,95.36,0,1.16,1.16,2.32
"LAPRARIE",151,98.68,0,0,0.659999999999997,0.659999999999997
"LATZA",151,91.39,0.664999999999999,0.664999999999999,3.97,3.31
"LAUPPE",151,98.01,0,0,0.994999999999997,0.994999999999997
"LAURENTS",151,98.68,0.659999999999997,0,0.659999999999997,0
"LECKLITER",151,95.36,0,1.16,1.16,2.32
"LEDEBUHR",151,98.68,0,0,0.659999999999997,0.659999999999997
"LEENEY",151,94.04,0.994999999999997,0.994999999999997,3.97,0
"LEINES",151,88.74,1.32666666666667,1.32666666666667,7.28,1.32666666666667
"LEMISH",151,98.01,0,0.994999999999997,0.994999999999997,0
"LENARTOWICZ",151,96.69,0,0,0,3.31
"LENTES",151,80.13,13.25,0,5.3,1.32000000000001
"LESA",151,38.41,0.335000000000001,33.77,23.84,3.645
"LETNEY",151,92.72,1.655,0,3.97,1.655
"LEVETTE",151,13.91,81.46,0,1.54333333333334,3.08666666666667
"LEWINS",151,74.83,19.21,1.325,1.325,3.31
"LINDABURY",151,99.34,0,0,0.329999999999998,0.329999999999998
"LINDSLY",151,93.38,1.655,0,3.31,1.655
"LIVERANCE",151,92.05,0,1.325,5.3,1.325
"LOBBINS",151,35.1,59.6,0,3.97,1.33
"LONDA",151,72.19,4.64,4.64,17.88,0.650000000000006
"LOSEKAMP",151,99.34,0,0,0.329999999999998,0.329999999999998
"LOUSTALOT",151,89.4,0,0,7.95,2.64999999999999
"LUCCHINO",151,95.36,0.664999999999999,0,3.31,0.664999999999999
"LUCKO",151,95.36,0,0,1.54666666666667,3.09333333333333
"LUNDINE",151,96.69,0.827500000000001,0.827500000000001,0,1.655
"LUPTOWSKI",151,100,0,0,0,0
"MAANUM",151,96.03,0,1.985,0,1.985
"MACAIONE",151,96.03,1.32333333333333,0,1.32333333333333,1.32333333333333
"MACASAET",151,5.96,2.65,74.17,9.27,7.95
"MACCARIO",151,98.01,0,0,0.994999999999997,0.994999999999997
"MACIVOR",151,95.36,0,1.54666666666667,1.54666666666667,1.54666666666667
"MAGNEY",151,90.07,1.76333333333334,1.76333333333334,4.64,1.76333333333334
"MALTBIA",151,3.31,88.08,0.664999999999999,0.664999999999999,7.28
"MARIGNY",151,1.98666666666666,87.42,1.98666666666666,6.62,1.98666666666666
"MASCHE",151,98.68,0,0,0.659999999999997,0.659999999999997
"MASINGO",151,100,0,0,0,0
"MATTEA",151,94.7,0.664999999999999,0.664999999999999,3.97,0
"MATTHESS",151,84.11,13.91,0,0.660000000000001,1.32
"MAVROUDIS",151,91.39,0,0,1.655,6.955
"MAYANS",151,19.87,0.329999999999998,0,79.47,0.329999999999998
"MAYWELL",151,70.86,25.83,0,1.655,1.655
"MCCLINCY",151,96.69,0,1.655,0,1.655
"MCKERLIE",151,95.36,0.664999999999999,0,3.31,0.664999999999999
"MCLARRY",151,96.03,0.9925,0,0.9925,1.985
"MCVICKERS",151,92.05,4.64,0,1.655,1.655
"MEINERSHAGEN",151,96.69,0.827500000000001,0.827500000000001,0.827500000000001,0.827500000000001
"MELLONI",151,92.05,0.335000000000001,0,7.28,0.335000000000001
"MENDLIK",151,100,0,0,0,0
"MENNIS",151,78.1421857814219,17.2182781721828,0,4.63953604639536,0
"MENSHOUSE",151,96.03,0,0,0,3.97
"MENSTER",151,96.03,0.9925,0.9925,0.9925,0.9925
"METROKA",151,97.35,1.325,0,1.325,0
"MICHALES",151,92.05,1.9875,0,1.9875,3.975
"MICOZZI",151,95.36,0,1.54666666666667,1.54666666666667,1.54666666666667
"MIEROP",151,95.36,0,1.54666666666667,1.54666666666667,1.54666666666667
"MIKALAUSKAS",151,99.34,0,0,0.329999999999998,0.329999999999998
"MILLIANS",151,96.03,3.31,0,0.329999999999998,0.329999999999998
"MOCKENHAUPT",151,97.35,0,0.883333333333335,0.883333333333335,0.883333333333335
"MOELL",151,94.04,1.325,0,3.31,1.325
"MONEN",151,88.08,0.883333333333335,0.883333333333335,9.27,0.883333333333335
"MONZEL",151,100,0,0,0,0
"MORAVITZ",151,96.69,0,0,1.655,1.655
"MORDENTE",151,97.35,1.325,0,1.325,0
"MOREANO",151,13.25,0,0,86.75,0
"MOTHERWELL",151,95.36,0,0.664999999999999,3.31,0.664999999999999
"MUCKEL",151,94.7,0.664999999999999,0,3.97,0.664999999999999
"MUGUERZA",151,24.5,0.664999999999999,3.31,70.86,0.664999999999999
"MYDLAND",151,98.01,0,0,0.994999999999997,0.994999999999997
"NAMI",151,78.15,0.989999999999995,5.3,5.96,9.59999999999999
"NAROG",151,98.68,0,0,0.659999999999997,0.659999999999997
"NGUYENTRAN",151,1.76666666666667,0,94.7,1.76666666666667,1.76666666666667
"NIKZAD",151,83.44,0,1.99,1.99,12.58
"NOGOSEK",151,98.68,0.659999999999997,0,0.659999999999997,0
"OKRENT",151,99.34,0.329999999999998,0,0.329999999999998,0
"OLDERSHAW",151,95.36,0.335000000000001,0,3.97,0.335000000000001
"OLIGNEY",151,96.69,0,0,3.31,0
"OLKER",151,93.38,0.660000000000001,0.660000000000001,4.64,0.660000000000001
"ONEAIL",151,91.39,7.28,0.664999999999999,0.664999999999999,0
"ONYANGO",151,0,90.07,0,0,9.93
"ORESTE",151,48.34,31.13,14.57,0.994999999999997,4.965
"OSWOOD",151,95.36,0.664999999999999,0,0.664999999999999,3.31
"OSZUST",151,94.04,0,0.994999999999997,0.994999999999997,3.97
"OZBOLT",151,96.69,0,0,3.31,0
"PALENCHAR",151,97.35,1.325,0,1.325,0
"PALSA",151,98.01,0,0,0.994999999999997,0.994999999999997
"PAMELA",151,58.94,9.93,9.27,19.21,2.65000000000001
"PANICHELLA",151,93.38,1.325,0,3.97,1.325
"PAPOUTSIS",151,96.03,0,0,1.985,1.985
"PARISON",151,81.46,11.92,1.655,3.31,1.655
"PARNIN",151,96.03,0.329999999999998,0,3.31,0.329999999999998
"PARNOW",151,94.04,0,1.325,3.31,1.325
"PATRANELLA",151,98.01,0.663333333333332,0,0.663333333333332,0.663333333333332
"PEITZMAN",151,97.35,0,0.883333333333335,0.883333333333335,0.883333333333335
"PELLERANO",151,27.8127812781278,3.97039703970397,0,68.2168216821682,0
"PENAR",151,84.11,0.990000000000002,0.990000000000002,13.91,0
"PENEGOR",151,98.01,0.663333333333332,0,0.663333333333332,0.663333333333332
"PENYAK",151,97.35,0,1.325,0,1.325
"PEPA",151,50.99,0.335000000000001,25.83,15.23,7.615
"PETEREIT",151,92.72,1.82,1.82,1.82,1.82
"PETRICONE",151,96.03,0,0,1.32333333333333,2.64666666666667
"PFUNTNER",151,94.7,0,1.76666666666667,1.76666666666667,1.76666666666667
"PHARAOH",151,80.79,9.93,0,0,9.28
"PHATAK",151,5.96,0.330000000000005,88.74,0.330000000000005,4.64
"PIETRYGA",151,96.03,0,1.32333333333333,1.32333333333333,1.32333333333333
"PINCIARO",151,100,0,0,0,0
"PISTORINO",151,94.04,0.659999999999997,0,4.64,0.659999999999997
"PLISKE",151,96.69,0,0,1.655,1.655
"POLETE",151,78.81,7.28,0,3.97,9.94
"PORTILLOS",151,3.97,0.335000000000001,0,95.36,0.335000000000001
"PREMUS",151,90.07,0.883333333333335,0.883333333333335,3.97,4.19333333333334
"PROKOPCHAK",151,98.01,0.994999999999997,0,0,0.994999999999997
"PRYNE",151,90.73,3.31,1.49,1.49,2.98
"PUHRMANN",151,96.03,0,0,1.32333333333333,2.64666666666667
"PUNNOOSE",151,1.985,0,96.03,0,1.985
"PURLEY",151,6.62,47.68,0,5.3,40.4
"PUTNICK",151,99.34,0,0,0.329999999999998,0.329999999999998
